X,Y,Z,ID,Date,Location Residual,Sensors Hit,Sensors Used,Apparent Volume,Seismic Moment,Local Magnitude
2.68E+03,4.70E+03,1.16E+03,nan,nan,5.10E+00,7.00E+00,6.00E+00,2.90E+04,2.03E+07,-1.90E+00
2.74E+03,4.83E+03,1.27E+03,nan,nan,4.26E+00,7.00E+00,7.00E+00,5.71E+03,1.30E+07,-1.90E+00
2.75E+03,4.77E+03,1.11E+03,nan,nan,1.79E+00,7.00E+00,7.00E+00,6.65E+02,1.23E+06,-2.60E+00
2.66E+03,4.72E+03,1.14E+03,nan,nan,1.51E+00,7.00E+00,7.00E+00,9.39E+03,1.87E+07,-1.80E+00
2.71E+03,4.69E+03,1.15E+03,nan,nan,3.54E+00,8.00E+00,8.00E+00,1.61E+03,5.94E+06,-2.10E+00
3.00E+03,4.64E+03,1.01E+03,nan,nan,4.98E+00,7.00E+00,7.00E+00,1.81E+04,2.22E+07,-1.80E+00
2.82E+03,4.79E+03,1.08E+03,nan,nan,0.00E+00,4.00E+00,3.00E+00,3.32E+01,6.88E+04,-3.40E+00
2.77E+03,4.76E+03,1.10E+03,nan,nan,1.51E+00,4.00E+00,4.00E+00,5.10E+01,8.41E+04,-3.40E+00
2.90E+03,4.64E+03,9.73E+02,nan,nan,3.07E+00,9.00E+00,9.00E+00,2.93E+03,1.88E+07,-1.70E+00
2.87E+03,4.65E+03,1.03E+03,nan,nan,1.84E+00,7.00E+00,7.00E+00,8.32E+02,4.93E+06,-2.10E+00
2.76E+03,4.95E+03,1.24E+03,nan,nan,1.83E+00,7.00E+00,7.00E+00,2.15E+03,1.29E+07,-1.80E+00
2.90E+03,4.55E+03,9.70E+02,nan,nan,3.20E+00,9.00E+00,9.00E+00,1.19E+04,4.06E+07,-1.50E+00
2.89E+03,4.55E+03,9.77E+02,nan,nan,5.53E+00,9.00E+00,9.00E+00,1.21E+04,1.05E+08,-1.20E+00
2.98E+03,4.66E+03,1.04E+03,nan,nan,5.01E+00,5.00E+00,5.00E+00,7.46E+02,1.13E+07,-1.70E+00
2.74E+03,4.72E+03,1.10E+03,nan,nan,3.20E+00,9.00E+00,9.00E+00,4.86E+02,3.29E+06,-2.20E+00
2.75E+03,4.73E+03,1.10E+03,nan,nan,2.43E+00,7.00E+00,6.00E+00,2.06E+02,1.08E+06,-2.50E+00
2.74E+03,4.73E+03,1.11E+03,nan,nan,2.18E+00,8.00E+00,5.00E+00,6.46E+04,2.49E+07,-1.90E+00
2.73E+03,4.78E+03,1.16E+03,nan,nan,7.81E+00,1.00E+01,7.00E+00,2.36E+04,8.65E+07,-1.30E+00
2.66E+03,4.72E+03,1.15E+03,nan,nan,2.82E+00,6.00E+00,5.00E+00,3.99E+03,1.26E+07,-1.90E+00
2.81E+03,4.80E+03,1.15E+03,nan,nan,2.85E+00,6.00E+00,4.00E+00,2.19E+03,8.43E+06,-2.00E+00
2.68E+03,4.73E+03,1.16E+03,nan,nan,4.70E+00,1.00E+01,9.00E+00,1.57E+04,2.31E+07,-1.80E+00
2.83E+03,4.75E+03,1.18E+03,nan,nan,3.25E+00,7.00E+00,6.00E+00,8.26E+03,1.36E+07,-2.00E+00
2.91E+03,4.64E+03,1.04E+03,nan,nan,4.01E+00,8.00E+00,8.00E+00,1.67E+03,5.70E+06,-2.10E+00
2.80E+03,4.76E+03,1.17E+03,nan,nan,3.39E+00,7.00E+00,7.00E+00,1.25E+03,3.14E+06,-2.30E+00
2.79E+03,4.78E+03,1.17E+03,nan,nan,2.89E+00,7.00E+00,7.00E+00,2.40E+02,1.09E+06,-2.60E+00
2.70E+03,4.70E+03,1.17E+03,nan,nan,5.39E+00,1.00E+01,1.00E+01,6.00E+03,1.78E+07,-1.80E+00
2.80E+03,4.77E+03,1.14E+03,nan,nan,2.25E+00,7.00E+00,7.00E+00,2.25E+02,8.60E+05,-2.60E+00
2.81E+03,4.77E+03,1.10E+03,nan,nan,2.01E+00,7.00E+00,7.00E+00,3.07E+03,3.44E+06,-2.40E+00
2.74E+03,4.71E+03,1.08E+03,nan,nan,2.56E+00,6.00E+00,6.00E+00,5.06E+02,1.36E+06,-2.60E+00
2.69E+03,4.68E+03,1.18E+03,nan,nan,8.69E+00,1.40E+01,1.40E+01,2.06E+04,4.87E+08,-6.00E-01
2.99E+03,4.74E+03,9.64E+02,nan,nan,3.19E+00,8.00E+00,4.00E+00,1.04E+04,8.48E+07,-1.20E+00
2.77E+03,4.73E+03,1.13E+03,nan,nan,2.22E+00,6.00E+00,6.00E+00,5.68E+03,4.30E+06,-2.40E+00
2.75E+03,4.73E+03,1.14E+03,nan,nan,2.75E+00,1.20E+01,1.00E+01,5.69E+04,1.76E+09,-2.00E-01
2.68E+03,4.72E+03,1.10E+03,nan,nan,2.67E+00,6.00E+00,5.00E+00,1.10E+04,2.47E+07,-1.70E+00
2.70E+03,4.74E+03,1.07E+03,nan,nan,1.96E+00,5.00E+00,5.00E+00,4.59E+02,2.48E+06,-2.30E+00
2.79E+03,4.75E+03,1.09E+03,nan,nan,1.57E+00,5.00E+00,5.00E+00,4.47E+02,1.03E+06,-2.70E+00
2.78E+03,4.74E+03,1.09E+03,nan,nan,1.83E+00,5.00E+00,5.00E+00,1.63E+02,2.14E+05,-3.20E+00
2.75E+03,4.71E+03,1.16E+03,nan,nan,3.75E+00,7.00E+00,6.00E+00,5.59E+03,1.41E+07,-1.90E+00
2.72E+03,4.73E+03,1.09E+03,nan,nan,2.59E+00,9.00E+00,7.00E+00,5.82E+03,2.26E+07,-1.70E+00
2.79E+03,4.72E+03,1.11E+03,nan,nan,2.94E+00,6.00E+00,6.00E+00,1.82E+02,5.50E+06,-1.90E+00
2.78E+03,4.73E+03,1.09E+03,nan,nan,1.50E+00,5.00E+00,5.00E+00,3.58E+02,8.31E+05,-2.70E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.41E+00,6.00E+00,6.00E+00,3.13E+02,1.15E+06,-2.60E+00
2.77E+03,4.70E+03,1.10E+03,nan,nan,2.69E+00,6.00E+00,6.00E+00,9.07E+03,1.02E+07,-2.10E+00
2.71E+03,4.73E+03,1.09E+03,nan,nan,3.70E+00,8.00E+00,7.00E+00,5.06E+02,2.56E+06,-2.30E+00
2.75E+03,4.73E+03,1.09E+03,nan,nan,2.90E+00,9.00E+00,6.00E+00,4.75E+02,2.40E+06,-2.30E+00
2.71E+03,4.72E+03,1.08E+03,nan,nan,4.34E+00,1.10E+01,6.00E+00,7.22E+03,2.05E+07,-1.80E+00
2.78E+03,4.73E+03,1.10E+03,nan,nan,2.28E+00,8.00E+00,7.00E+00,3.66E+02,1.69E+06,-2.40E+00
2.78E+03,4.72E+03,1.10E+03,nan,nan,2.13E+00,9.00E+00,9.00E+00,3.24E+03,2.10E+07,-1.70E+00
2.75E+03,4.74E+03,1.08E+03,nan,nan,2.24E+00,6.00E+00,6.00E+00,5.20E+04,1.97E+06,-3.00E+00
2.81E+03,4.76E+03,1.15E+03,nan,nan,2.99E+00,6.00E+00,6.00E+00,1.51E+04,7.74E+06,-2.30E+00
2.77E+03,4.72E+03,1.17E+03,nan,nan,3.90E+00,8.00E+00,6.00E+00,4.44E+04,4.39E+07,-1.70E+00
2.71E+03,4.75E+03,1.08E+03,nan,nan,3.00E+00,9.00E+00,8.00E+00,7.89E+03,7.82E+06,-2.20E+00
2.70E+03,4.80E+03,1.15E+03,nan,nan,2.35E+00,1.10E+01,9.00E+00,1.94E+03,1.92E+07,-1.60E+00
2.70E+03,4.73E+03,1.09E+03,nan,nan,2.91E+00,9.00E+00,9.00E+00,1.42E+04,1.60E+07,-1.90E+00
2.73E+03,4.73E+03,1.10E+03,nan,nan,3.23E+00,5.00E+00,5.00E+00,2.91E+03,6.82E+06,-2.10E+00
2.74E+03,4.73E+03,1.09E+03,nan,nan,3.80E+00,1.10E+01,1.10E+01,4.20E+03,1.72E+07,-1.80E+00
2.71E+03,4.72E+03,1.10E+03,nan,nan,1.69E+00,7.00E+00,7.00E+00,2.43E+04,1.89E+07,-1.90E+00
2.70E+03,4.70E+03,1.10E+03,nan,nan,5.86E+00,1.30E+01,1.30E+01,5.99E+03,5.28E+07,-1.40E+00
2.74E+03,4.72E+03,1.09E+03,nan,nan,4.05E+00,1.20E+01,1.20E+01,6.58E+02,1.23E+07,-1.70E+00
2.74E+03,4.72E+03,1.09E+03,nan,nan,3.19E+00,7.00E+00,7.00E+00,4.25E+02,1.61E+06,-2.50E+00
2.72E+03,4.75E+03,1.10E+03,nan,nan,2.50E+00,6.00E+00,6.00E+00,7.66E+02,3.66E+06,-2.20E+00
2.73E+03,4.72E+03,1.08E+03,nan,nan,1.61E+00,6.00E+00,6.00E+00,1.03E+03,2.36E+06,-2.40E+00
2.73E+03,4.72E+03,1.08E+03,nan,nan,4.81E+00,1.20E+01,1.20E+01,4.05E+03,3.00E+07,-1.50E+00
2.73E+03,4.71E+03,1.08E+03,nan,nan,4.58E+00,1.20E+01,1.20E+01,3.26E+03,6.42E+07,-1.20E+00
2.70E+03,4.71E+03,1.08E+03,nan,nan,4.55E+00,1.10E+01,1.10E+01,1.38E+03,6.78E+06,-2.00E+00
2.72E+03,4.70E+03,1.07E+03,nan,nan,4.08E+00,9.00E+00,9.00E+00,6.88E+03,1.35E+07,-1.90E+00
2.80E+03,4.73E+03,1.12E+03,nan,nan,2.99E+00,8.00E+00,8.00E+00,8.01E+02,2.98E+06,-2.30E+00
2.70E+03,4.73E+03,1.09E+03,nan,nan,5.06E+00,1.30E+01,1.30E+01,1.03E+04,9.60E+07,-1.20E+00
2.73E+03,4.70E+03,1.09E+03,nan,nan,4.95E+00,1.30E+01,1.20E+01,1.04E+04,3.09E+07,-1.60E+00
2.73E+03,4.71E+03,1.09E+03,nan,nan,4.07E+00,1.00E+01,1.00E+01,3.19E+03,2.34E+07,-1.60E+00
2.72E+03,4.71E+03,1.09E+03,nan,nan,5.14E+00,1.20E+01,1.20E+01,1.27E+04,6.33E+07,-1.40E+00
2.85E+03,4.63E+03,9.45E+02,nan,nan,5.41E+00,1.20E+01,1.20E+01,4.82E+03,3.02E+07,-1.60E+00
2.67E+03,4.68E+03,1.14E+03,nan,nan,5.14E+00,6.00E+00,6.00E+00,2.18E+04,5.20E+07,-1.50E+00
2.84E+03,4.72E+03,1.28E+03,nan,nan,5.85E+00,9.00E+00,7.00E+00,1.77E+04,2.74E+07,-1.80E+00
2.77E+03,4.72E+03,1.10E+03,nan,nan,2.80E+00,8.00E+00,8.00E+00,9.60E+02,3.06E+06,-2.30E+00
2.76E+03,4.71E+03,1.08E+03,nan,nan,3.83E+00,1.10E+01,1.10E+01,1.49E+03,7.84E+06,-2.00E+00
2.76E+03,4.75E+03,1.08E+03,nan,nan,1.41E+00,7.00E+00,7.00E+00,8.43E+02,2.14E+06,-2.40E+00
2.74E+03,4.72E+03,1.09E+03,nan,nan,3.26E+00,8.00E+00,8.00E+00,1.84E+03,6.82E+06,-2.10E+00
2.71E+03,4.68E+03,1.04E+03,nan,nan,3.62E+00,8.00E+00,8.00E+00,2.71E+03,1.29E+07,-1.80E+00
2.77E+03,4.74E+03,1.10E+03,nan,nan,1.58E+00,6.00E+00,6.00E+00,6.37E+02,1.33E+06,-2.60E+00
2.81E+03,4.75E+03,1.12E+03,nan,nan,2.06E+00,6.00E+00,6.00E+00,4.10E+02,6.82E+05,-2.80E+00
2.81E+03,4.73E+03,1.13E+03,nan,nan,1.30E+00,6.00E+00,6.00E+00,2.66E+02,7.61E+05,-2.70E+00
2.77E+03,4.72E+03,1.10E+03,nan,nan,2.68E+00,6.00E+00,6.00E+00,3.40E+02,8.64E+05,-2.70E+00
2.78E+03,4.72E+03,1.10E+03,nan,nan,2.13E+00,8.00E+00,7.00E+00,3.18E+03,9.01E+06,-2.00E+00
2.77E+03,4.73E+03,1.10E+03,nan,nan,3.14E+00,1.10E+01,1.10E+01,2.56E+03,1.71E+07,-1.70E+00
2.77E+03,4.73E+03,1.09E+03,nan,nan,2.43E+00,7.00E+00,7.00E+00,4.07E+02,1.41E+06,-2.50E+00
2.88E+03,4.69E+03,1.05E+03,nan,nan,3.92E+00,1.00E+01,8.00E+00,4.08E+03,9.89E+06,-2.00E+00
2.80E+03,4.76E+03,1.13E+03,nan,nan,1.90E+00,6.00E+00,6.00E+00,7.66E+02,2.00E+06,-2.40E+00
2.70E+03,4.74E+03,1.10E+03,nan,nan,3.50E+00,1.10E+01,1.10E+01,1.88E+03,1.04E+07,-1.90E+00
2.77E+03,4.72E+03,1.10E+03,nan,nan,3.96E+00,1.20E+01,1.20E+01,4.21E+03,5.76E+07,-1.30E+00
2.71E+03,4.72E+03,1.07E+03,nan,nan,2.40E+00,6.00E+00,5.00E+00,1.96E+02,1.51E+06,-2.40E+00
2.74E+03,4.72E+03,1.09E+03,nan,nan,3.26E+00,8.00E+00,8.00E+00,5.39E+03,8.13E+06,-2.10E+00
2.71E+03,4.70E+03,1.10E+03,nan,nan,5.27E+00,1.30E+01,1.20E+01,1.62E+04,1.06E+08,-1.20E+00
2.77E+03,4.72E+03,1.10E+03,nan,nan,4.12E+00,1.20E+01,1.20E+01,2.30E+03,2.40E+07,-1.60E+00
2.73E+03,4.72E+03,1.07E+03,nan,nan,3.42E+00,6.00E+00,6.00E+00,5.71E+02,1.98E+06,-2.40E+00
2.72E+03,4.74E+03,1.10E+03,nan,nan,4.31E+00,1.00E+01,7.00E+00,1.26E+04,2.84E+07,-1.70E+00
2.71E+03,4.72E+03,1.10E+03,nan,nan,5.14E+00,1.30E+01,1.00E+01,7.74E+03,6.50E+07,-1.30E+00
2.73E+03,4.71E+03,1.12E+03,nan,nan,4.21E+00,1.00E+01,8.00E+00,2.65E+04,1.77E+07,-2.00E+00
2.69E+03,4.72E+03,1.10E+03,nan,nan,4.42E+00,1.00E+01,9.00E+00,1.89E+03,1.41E+07,-1.80E+00
2.66E+03,4.72E+03,1.09E+03,nan,nan,7.32E+00,1.40E+01,1.40E+01,6.42E+03,7.86E+08,-3.00E-01
2.71E+03,4.71E+03,1.07E+03,nan,nan,5.19E+00,1.30E+01,1.30E+01,1.04E+04,2.06E+08,-9.00E-01
2.77E+03,4.74E+03,1.06E+03,nan,nan,1.91E+00,6.00E+00,6.00E+00,1.02E+04,4.80E+06,-2.40E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.44E+00,1.10E+01,1.10E+01,3.25E+03,1.71E+07,-1.70E+00
2.78E+03,4.74E+03,1.10E+03,nan,nan,1.07E+00,7.00E+00,6.00E+00,3.61E+02,7.71E+05,-2.70E+00
2.78E+03,4.71E+03,1.08E+03,nan,nan,3.57E+00,1.10E+01,1.10E+01,1.85E+03,9.18E+06,-1.90E+00
2.78E+03,4.73E+03,1.10E+03,nan,nan,1.57E+00,6.00E+00,6.00E+00,2.49E+02,4.51E+05,-2.90E+00
2.77E+03,4.73E+03,1.10E+03,nan,nan,1.74E+00,6.00E+00,5.00E+00,3.20E+02,1.13E+06,-2.60E+00
2.74E+03,4.78E+03,1.07E+03,nan,nan,1.15E+00,6.00E+00,4.00E+00,1.66E+03,2.82E+06,-2.40E+00
2.78E+03,4.71E+03,1.06E+03,nan,nan,3.64E+00,1.10E+01,1.10E+01,1.44E+03,1.03E+07,-1.90E+00
2.78E+03,4.73E+03,1.10E+03,nan,nan,1.79E+00,7.00E+00,7.00E+00,8.43E+02,3.27E+06,-2.30E+00
2.79E+03,4.71E+03,1.07E+03,nan,nan,3.36E+00,1.00E+01,1.00E+01,2.41E+03,8.27E+06,-2.00E+00
2.74E+03,4.73E+03,1.08E+03,nan,nan,2.30E+00,6.00E+00,6.00E+00,1.89E+03,1.32E+06,-2.70E+00
2.77E+03,4.73E+03,1.09E+03,nan,nan,7.30E-01,6.00E+00,5.00E+00,1.08E+03,1.43E+06,-2.60E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,1.35E+00,6.00E+00,5.00E+00,3.89E+02,1.09E+06,-2.60E+00
2.78E+03,4.72E+03,1.10E+03,nan,nan,2.21E+00,8.00E+00,7.00E+00,5.91E+02,3.68E+06,-2.20E+00
2.86E+03,4.61E+03,9.91E+02,nan,nan,4.39E+00,1.20E+01,1.20E+01,3.44E+03,3.57E+07,-1.50E+00
2.77E+03,4.72E+03,1.10E+03,nan,nan,2.54E+00,8.00E+00,7.00E+00,8.37E+02,3.06E+06,-2.30E+00
2.77E+03,4.72E+03,1.08E+03,nan,nan,2.97E+00,9.00E+00,7.00E+00,8.97E+02,4.73E+06,-2.10E+00
2.77E+03,4.72E+03,1.09E+03,nan,nan,2.91E+00,8.00E+00,8.00E+00,1.59E+03,4.55E+06,-2.20E+00
2.78E+03,4.74E+03,1.09E+03,nan,nan,1.49E+00,6.00E+00,6.00E+00,5.77E+02,2.57E+06,-2.30E+00
2.80E+03,4.71E+03,1.09E+03,nan,nan,3.20E+00,1.00E+01,9.00E+00,2.55E+02,6.25E+06,-1.90E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,1.94E+00,7.00E+00,7.00E+00,7.98E+02,2.86E+06,-2.30E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.25E+00,9.00E+00,9.00E+00,1.30E+03,5.78E+06,-2.10E+00
2.72E+03,4.72E+03,1.06E+03,nan,nan,3.04E+00,7.00E+00,6.00E+00,1.42E+04,1.36E+07,-2.00E+00
2.73E+03,4.71E+03,1.07E+03,nan,nan,3.03E+00,6.00E+00,6.00E+00,4.87E+02,1.83E+06,-2.40E+00
2.79E+03,4.72E+03,1.13E+03,nan,nan,5.11E+00,5.00E+00,5.00E+00,6.93E+03,3.59E+07,-1.50E+00
2.70E+03,4.68E+03,1.10E+03,nan,nan,5.49E+00,1.10E+01,9.00E+00,1.41E+04,2.80E+07,-1.70E+00
2.76E+03,4.71E+03,1.10E+03,nan,nan,2.55E+00,6.00E+00,6.00E+00,1.12E+03,2.07E+06,-2.50E+00
2.75E+03,4.68E+03,1.08E+03,nan,nan,4.11E+00,7.00E+00,6.00E+00,6.60E+03,7.55E+06,-2.20E+00
2.76E+03,4.69E+03,1.09E+03,nan,nan,4.79E+00,1.30E+01,1.20E+01,4.13E+04,2.11E+08,-1.00E+00
2.79E+03,4.70E+03,1.12E+03,nan,nan,3.15E+00,8.00E+00,7.00E+00,3.54E+03,9.20E+06,-2.00E+00
2.77E+03,4.72E+03,1.09E+03,nan,nan,2.93E+00,9.00E+00,9.00E+00,8.88E+02,3.03E+06,-2.30E+00
2.72E+03,4.69E+03,1.10E+03,nan,nan,3.43E+00,8.00E+00,8.00E+00,2.93E+03,6.80E+06,-2.10E+00
2.76E+03,4.72E+03,1.10E+03,nan,nan,2.76E+00,6.00E+00,5.00E+00,8.05E+02,1.75E+06,-2.50E+00
2.77E+03,4.71E+03,1.09E+03,nan,nan,2.43E+00,7.00E+00,6.00E+00,8.58E+02,2.09E+06,-2.40E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.54E+00,9.00E+00,9.00E+00,1.69E+03,6.71E+06,-2.00E+00
2.76E+03,4.71E+03,1.10E+03,nan,nan,1.96E+00,6.00E+00,5.00E+00,7.50E+02,1.65E+06,-2.50E+00
2.77E+03,4.73E+03,1.10E+03,nan,nan,2.86E+00,6.00E+00,6.00E+00,1.51E+03,1.56E+06,-2.60E+00
2.72E+03,4.74E+03,1.06E+03,nan,nan,1.79E+00,7.00E+00,6.00E+00,2.56E+02,1.48E+06,-2.40E+00
2.71E+03,4.73E+03,1.07E+03,nan,nan,2.64E+00,7.00E+00,7.00E+00,7.90E+02,2.77E+06,-2.30E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.64E+00,7.00E+00,6.00E+00,1.17E+03,2.42E+06,-2.40E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.07E+00,9.00E+00,9.00E+00,1.57E+03,5.09E+06,-2.20E+00
2.76E+03,4.72E+03,1.10E+03,nan,nan,2.94E+00,7.00E+00,5.00E+00,9.80E+02,2.70E+06,-2.40E+00
2.78E+03,4.71E+03,1.07E+03,nan,nan,3.41E+00,6.00E+00,6.00E+00,2.04E+03,3.56E+06,-2.30E+00
2.78E+03,4.72E+03,1.08E+03,nan,nan,1.98E+00,1.10E+01,7.00E+00,1.07E+03,1.21E+07,-1.80E+00
2.76E+03,4.71E+03,1.10E+03,nan,nan,3.60E+00,1.20E+01,1.20E+01,2.20E+04,3.34E+07,-1.70E+00
2.76E+03,4.72E+03,1.10E+03,nan,nan,3.28E+00,8.00E+00,8.00E+00,3.29E+03,3.98E+06,-2.30E+00
2.76E+03,4.71E+03,1.08E+03,nan,nan,3.13E+00,6.00E+00,6.00E+00,4.20E+03,4.51E+06,-2.30E+00
2.76E+03,4.72E+03,1.09E+03,nan,nan,4.61E+00,1.20E+01,1.10E+01,5.82E+03,4.38E+07,-1.40E+00
2.75E+03,4.72E+03,1.10E+03,nan,nan,4.09E+00,1.10E+01,1.10E+01,6.26E+03,2.98E+07,-1.60E+00
2.85E+03,4.74E+03,1.13E+03,nan,nan,2.68E+00,8.00E+00,8.00E+00,1.29E+03,3.22E+06,-2.30E+00
2.77E+03,4.72E+03,1.09E+03,nan,nan,1.28E+00,7.00E+00,7.00E+00,3.02E+03,5.90E+06,-2.20E+00
2.89E+03,4.80E+03,1.00E+03,nan,nan,4.25E+00,6.00E+00,5.00E+00,3.28E+04,3.42E+07,-1.70E+00
2.78E+03,4.72E+03,1.10E+03,nan,nan,2.25E+00,7.00E+00,7.00E+00,9.79E+02,3.35E+06,-2.30E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.14E+00,7.00E+00,7.00E+00,1.41E+03,2.71E+06,-2.40E+00
2.78E+03,4.71E+03,1.09E+03,nan,nan,3.92E+00,1.10E+01,1.10E+01,2.79E+03,2.17E+07,-1.60E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,1.82E+00,6.00E+00,6.00E+00,2.91E+02,1.70E+06,-2.40E+00
2.69E+03,4.73E+03,1.10E+03,nan,nan,3.62E+00,8.00E+00,7.00E+00,4.84E+03,1.14E+07,-2.00E+00
2.70E+03,4.74E+03,1.11E+03,nan,nan,3.63E+00,6.00E+00,5.00E+00,6.84E+03,1.01E+07,-2.00E+00
2.69E+03,4.73E+03,1.09E+03,nan,nan,5.16E+00,9.00E+00,9.00E+00,7.11E+03,3.66E+07,-1.50E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.32E+00,9.00E+00,9.00E+00,3.08E+03,9.00E+06,-2.00E+00
2.73E+03,4.73E+03,1.10E+03,nan,nan,1.96E+00,6.00E+00,6.00E+00,1.31E+03,7.38E+06,-2.00E+00
2.81E+03,4.72E+03,1.11E+03,nan,nan,1.86E+00,7.00E+00,6.00E+00,1.94E+04,1.75E+07,-1.90E+00
2.67E+03,4.70E+03,1.17E+03,nan,nan,6.90E+00,9.00E+00,9.00E+00,3.38E+03,1.83E+07,-1.70E+00
2.81E+03,4.76E+03,1.14E+03,nan,nan,1.30E+00,6.00E+00,6.00E+00,1.52E+04,1.03E+07,-2.10E+00
2.72E+03,4.73E+03,1.07E+03,nan,nan,3.52E+00,9.00E+00,9.00E+00,2.95E+03,8.12E+07,-1.10E+00
2.67E+03,4.69E+03,1.16E+03,nan,nan,6.30E+00,1.10E+01,1.10E+01,1.61E+04,5.71E+08,-5.00E-01
2.71E+03,4.72E+03,1.07E+03,nan,nan,4.12E+00,8.00E+00,8.00E+00,9.70E+02,1.31E+07,-1.70E+00
2.69E+03,4.68E+03,1.13E+03,nan,nan,6.11E+00,1.10E+01,1.00E+01,5.33E+04,4.23E+08,-8.00E-01
2.79E+03,4.72E+03,1.09E+03,nan,nan,3.28E+00,9.00E+00,9.00E+00,1.45E+03,1.48E+07,-1.70E+00
2.76E+03,4.72E+03,1.09E+03,nan,nan,3.59E+00,8.00E+00,8.00E+00,2.44E+03,1.20E+07,-1.90E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.12E+00,7.00E+00,7.00E+00,1.11E+03,3.22E+06,-2.30E+00
2.93E+03,4.70E+03,1.09E+03,nan,nan,3.91E+00,7.00E+00,6.00E+00,1.82E+03,5.84E+06,-2.10E+00
2.79E+03,4.72E+03,1.06E+03,nan,nan,2.07E+00,8.00E+00,8.00E+00,3.49E+02,3.64E+06,-2.10E+00
2.79E+03,4.72E+03,1.09E+03,nan,nan,2.69E+00,6.00E+00,6.00E+00,4.25E+02,1.98E+06,-2.40E+00
2.81E+03,4.75E+03,1.09E+03,nan,nan,2.06E+00,7.00E+00,5.00E+00,1.07E+04,1.30E+07,-2.00E+00
2.72E+03,4.69E+03,1.15E+03,nan,nan,4.47E+00,1.00E+01,9.00E+00,9.10E+03,1.09E+08,-1.10E+00
2.78E+03,4.72E+03,1.08E+03,nan,nan,2.70E+00,7.00E+00,7.00E+00,1.26E+03,4.27E+06,-2.20E+00
2.94E+03,4.75E+03,1.03E+03,nan,nan,4.54E+00,6.00E+00,6.00E+00,1.68E+05,6.56E+07,-1.70E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.44E+00,6.00E+00,5.00E+00,1.54E+03,2.04E+06,-2.50E+00
2.79E+03,4.72E+03,1.09E+03,nan,nan,2.73E+00,6.00E+00,6.00E+00,4.52E+02,9.36E+05,-2.70E+00
2.73E+03,4.68E+03,1.09E+03,nan,nan,2.28E+00,6.00E+00,5.00E+00,2.46E+03,6.72E+06,-2.10E+00
2.71E+03,4.66E+03,1.11E+03,nan,nan,5.12E+00,1.10E+01,1.10E+01,1.71E+04,1.13E+08,-1.20E+00
2.69E+03,4.67E+03,1.11E+03,nan,nan,5.03E+00,1.00E+01,9.00E+00,1.38E+04,6.62E+07,-1.40E+00
2.70E+03,4.70E+03,1.10E+03,nan,nan,4.00E+00,6.00E+00,5.00E+00,1.59E+04,4.37E+07,-1.60E+00
2.66E+03,4.69E+03,1.13E+03,nan,nan,5.79E+00,7.00E+00,7.00E+00,5.33E+03,3.96E+07,-1.50E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.42E+00,9.00E+00,8.00E+00,5.14E+02,3.80E+06,-2.10E+00
2.68E+03,4.69E+03,1.11E+03,nan,nan,6.24E+00,1.20E+01,1.20E+01,3.03E+04,4.62E+08,-7.00E-01
2.78E+03,4.71E+03,1.07E+03,nan,nan,2.90E+00,1.00E+01,9.00E+00,6.15E+03,2.78E+07,-1.60E+00
2.78E+03,4.71E+03,1.08E+03,nan,nan,2.33E+00,1.00E+01,8.00E+00,3.98E+03,7.92E+06,-2.10E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.04E+00,7.00E+00,7.00E+00,9.83E+02,2.86E+06,-2.30E+00
2.79E+03,4.73E+03,1.09E+03,nan,nan,1.88E+00,6.00E+00,6.00E+00,3.76E+02,9.78E+05,-2.70E+00
2.79E+03,4.72E+03,1.10E+03,nan,nan,3.21E+00,7.00E+00,7.00E+00,1.60E+03,5.68E+06,-2.10E+00
2.78E+03,4.73E+03,1.10E+03,nan,nan,3.26E+00,9.00E+00,8.00E+00,1.19E+03,3.95E+06,-2.20E+00
2.73E+03,4.70E+03,1.12E+03,nan,nan,4.80E+00,1.10E+01,1.00E+01,1.09E+04,6.25E+07,-1.40E+00
2.75E+03,4.70E+03,1.04E+03,nan,nan,4.18E+00,1.10E+01,7.00E+00,2.16E+03,3.77E+08,-4.00E-01
2.79E+03,4.72E+03,1.09E+03,nan,nan,2.91E+00,1.00E+01,1.00E+01,2.17E+03,1.45E+07,-1.80E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.66E+00,1.00E+01,1.00E+01,2.61E+03,1.46E+07,-1.80E+00
2.80E+03,4.72E+03,1.10E+03,nan,nan,2.71E+00,7.00E+00,7.00E+00,7.70E+02,1.42E+06,-2.60E+00
